latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10
1.9954246602527528,-0.23150490289477546,-1.0727420741141465,-0.30098260256891207,-0.3607597845650874,1.2454406875403345,-0.05427597355996632,-0.3911144341002675,-1.3431008091620997,1.1352921532213907
3.5579584986401334,0.4645765113664143,-2.596136869557383,1.1558283831286582,-0.03125487166472932,0.6268671158157523,-1.2878704442741415,-1.0370090911264969,-1.4689385235827126,0.7190580081582267
0.42739218043114136,-0.35738360123367013,-1.4392887815863713,-0.7963382441359454,-0.48795408969389154,0.9903202399486192,-0.29110073786696966,0.09817220794291195,0.7242429549278008,0.15954496754000302
1.147224858026624,0.41923570703680424,-1.2001983012045587,1.334931246409725,-1.9112395293854174,0.5189234398372193,0.9201544802664111,-0.9015769962847253,0.05085153382663201,-1.3843625253590772
1.9483764353924287,0.2092658248198124,-1.9326739076272976,-1.0362818172028085,-1.685639297492886,-1.085302341761747,-2.403716850547881,-0.7988767476097105,0.14418354536258285,-0.47694666429267896
2.283275855232097,0.4756582029473867,-1.4171660876291208,0.19528141581914038,0.38866748190818035,-0.4562369301959918,-0.3939615427139172,2.4373254332290495,-0.28501329855067686,-0.3408097565972011
1.2815896412116494,1.613399807810217,-0.21179470135830095,-0.7263255969389251,0.1371403215504676,-0.32910062772642473,2.20561791527188,3.2240057070534185,1.263683070253823,0.5025186521848901
-1.3024673701045666,0.9351010342840069,0.01376230867087752,0.5584145619744206,-0.31351646951847245,1.745388070179129,0.915475820424223,0.8566174216803842,3.1049774324776274,-1.101811957405696
5.745884941162397,-1.269201188431819,-0.4013964523418604,-0.10708295522916682,-0.35462674257754523,-0.5404452665886176,-0.665856828938613,-1.7180092900311073,0.5762978156617782,1.0763613988370666
7.167123388110595,-2.8107353307185274,-0.2681139159415971,0.30130822236065646,0.5725057419343714,0.25245561852561066,1.2536871810076942,0.3727876615027229,-0.060323506287848855,-0.09171616264623131
6.09778727568746,-2.83867064989184,-0.40822309831199527,-1.6830054714103564,-0.32881637061939845,-0.7177457952439502,1.1713454210520404,-0.15692710843787,0.3636578322486063,-0.5972268807529818
4.8617422993979025,-1.896977862128363,0.09812014830592906,-1.022790566278759,-1.888643597699446,0.7565886185016449,0.1765767725612784,-1.2616429872399912,1.6812762974954476,2.059636327737585
3.273028589652791,0.46913502505704574,0.07934650353540572,0.23127909237597552,-0.39749473890175485,-0.9814216503861691,0.9763442309122368,2.2545131203896873,0.6322696536765684,0.25775836343593406
5.325506330460225,-2.573007059282776,0.030523703429092587,-1.6038617783173954,-0.815621706536567,1.0711612019302297,0.2799440691945042,-0.2753294425385963,2.0749420941299217,1.3617769590949729
3.0363259502111877,0.7854158649063803,2.800613849877934,0.1422317269979564,-3.1612028321371577,1.0924887179355847,-0.10655312102885527,0.5535255734511498,-0.4014378048493615,1.7271082006521397
2.0855259136306104,0.6362896195365128,-1.6191273549766156,0.5698653977735846,-0.07802299964211361,-0.7880732679649887,1.7601615083926834,-0.6960363772136057,-0.6561708538815364,1.0636258352352563
