9.900990099033619984e-03,0.000000000000000000e+00,5.570523896734698617e-03,3.718160830424557250e-01,0.000000000000000000e+00,1.233741526184425723e-02,1.721237993633402408e-01,8.654111583335591384e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.170276208727375443e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.320784585370451653e-02,3.390485229114485743e-02,0.000000000000000000e+00,3.886730374776830449e-02,2.240273085233440709e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.900990099034917558e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.606385392402797055e-03,1.052989334974804847e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.684112841646165648e-01,7.338967264968644655e-02,0.000000000000000000e+00,6.766041990178418841e-02,5.295862497612572467e-02,1.051981847657754675e-02,1.213724186212521670e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.277634557386091173e-04,3.698565446385984057e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.745984840431171196e-03,1.222863360453978337e-01,0.000000000000000000e+00
1.794806236486057305e-02,0.000000000000000000e+00,9.900990099031718727e-03,2.083345451136905391e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.861387608502322988e-01,1.432812553291180069e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.659839413713656731e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.390173378084752664e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.558440327691580723e-02,1.604534662345611512e-02,2.172189852671230909e-02,0.000000000000000000e+00,5.446098979985488286e-04
1.631826671399757567e-01,0.000000000000000000e+00,5.149142522720731585e-02,9.900990099025853627e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.182201047784954606e-01,1.601084354972238250e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.873552853335751223e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.915183806432571023e-01,0.000000000000000000e+00,7.670462816240176951e-02,5.432584202431128134e-02,3.128983304202788418e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.109790101355886460e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.900990099159040492e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.558103151195269653e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.715004229644496281e-02,0.000000000000000000e+00,1.762231101825865731e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.867831279876651721e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.311393284899569411e-01,0.000000000000000000e+00
9.398071144710333155e-04,2.238648096184506220e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.900990099032232206e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.490069058533412261e-01,3.973291157348905062e-03,3.588098951137414557e-03,1.192723727553775398e-01,2.877216986540298560e-01,8.620170491059965176e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.788066145695165698e-02,6.193544968586502802e-02,0.000000000000000000e+00,5.482702188896527301e-02,1.846872227396927774e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.851135205822156904e-02,0.000000000000000000e+00,1.469706790845015099e-01,2.247119361810272775e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.900990099024401664e-03,3.512611961631336528e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.332854444343351333e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.264717648273772477e-02,4.749510861430371322e-02,0.000000000000000000e+00,7.083350245635705589e-02,2.740989286377001344e-01,1.211505207465300160e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.670698083772633069e-02,0.000000000000000000e+00,2.815274531692930626e-01,8.158876548234458848e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.078755488916231992e-02,9.900990099028407140e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.101440344972893337e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.467171662082352723e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.262705481692080828e-02
0.000000000000000000e+00,2.228117634641763878e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.902504993915343057e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.900990099030762895e-03,4.714543099653084254e-03,1.228300632518685293e-01,2.681138435754973903e-01,9.514816684742463671e-02,1.172175762656399445e-02,7.572322482021645595e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.649833673616756521e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.211580692444156365e-02,3.139645361580624405e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.804311820148519319e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.425966653041244092e-01,3.314924775276717191e-05,0.000000000000000000e+00,0.000000000000000000e+00,9.201946347312605452e-04,9.900990099057677130e-03,0.000000000000000000e+00,3.055500791119274417e-01,0.000000000000000000e+00,4.780579723866831832e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.359322916745737964e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.692177144876790551e-01,0.000000000000000000e+00
